date,crime_type,state,Primary Category,Secondary Category,Months Difference
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,170
2010-10-01,ARSON,California,Miscellaneous Crimes,ARSON,170
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-10-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,170
2010-10-01,BURGLARY,California,Property Crimes,BURGLARY,170
2010-10-01,ROBBERY,California,Violent Crimes,ROBBERY,170
2010-11-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-10-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,170
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-10-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-10-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,170
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,CRIMINAL HOMICIDE,California,Violent Crimes,HOMICIDE,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,CRIMINAL HOMICIDE,California,Violent Crimes,HOMICIDE,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
2010-04-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,176
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,KIDNAPPING,California,Violent Crimes,KIDNAPPING,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,KIDNAPPING,California,Violent Crimes,KIDNAPPING,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-01-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,179
2010-01-01,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,California,Violent Crimes,ASSAULT,179
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,"BURGLARY FROM VEHICLE, ATTEMPTED",California,Property Crimes,BURGLARY,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ARSON,California,Miscellaneous Crimes,ARSON,169
2010-11-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,California,Violent Crimes,ASSAULT,169
2010-11-01,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,"RAPE, ATTEMPTED",California,Sexual Offenses,RAPE,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY,California,Property Crimes,BURGLARY,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,169
2010-11-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,ROBBERY,California,Violent Crimes,ROBBERY,169
2010-11-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,169
2010-11-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,169
2010-10-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,170
